cluster_id,canonical_phrase,phrase_count,phrases,weight
838,Compact Attribute,1,"[""compact attribute""]",0.091
839,Gdb,1,"[""gdb""]",0.074
840,Declaring Type,1,"[""declaring type""]",0.101
841,Grumble,1,"[""grumble""]",0.115
842,Filemon,1,"[""filemon""]",0.055
843,Exception,1,"[""exception""]",0.093
844,Keyboard Layout,3,"[""keyboard layout"", ""international keyboard"", ""international keyboard layout""]",0.209
845,Depend,2,"[""depend"", ""depends""]",0.337
846,Square,1,"[""square""]",0.101
847,Username,1,"[""username""]",0.098
848,Mcd Bij,1,"[""mcd bij""]",0.089
849,Overflow Area,1,"[""overflow area""]",0.096
850,Edittext,1,"[""edittext""]",0.163
851,Editshell Exit,2,"[""editshell exit"", ""calls editshell exit""]",0.19
852,Strings,1,"[""strings""]",0.109
853,Confidential,1,"[""confidential""]",0.138
854,Watchlist,1,"[""watchlist""]",0.217
855,Line Engineers,1,"[""line engineers""]",0.085
856,Pull,1,"[""pull""]",0.118
857,Splitter,1,"[""splitter""]",0.108
858,M30 Mass,1,"[""m30 mass""]",0.149
859,Soft,1,"[""soft""]",0.086
860,Ctrl,1,"[""ctrl""]",0.049
861,Ought,1,"[""ought""]",0.115
862,Results Scrolling,2,"[""results scrolling"", ""expected results scrolling""]",0.237
863,Rel,1,"[""rel""]",0.051
864,Xpcom,1,"[""xpcom""]",0.109
865,Produces,1,"[""produces""]",0.085
866,Beta Unless,1,"[""beta unless""]",0.119
867,Mascent,1,"[""mascent""]",0.088
868,Ua Css,1,"[""ua css""]",0.078
869,Nav Window,1,"[""nav window""]",0.091
870,Corrupted,1,"[""corrupted""]",0.091
871,Gmain,1,"[""gmain""]",0.095
872,Mouseover Links,1,"[""mouseover links""]",0.096
873,Nimbus Experiment,1,"[""nimbus experiment""]",0.139
874,Adapt,1,"[""adapt""]",0.104
875,Poster,1,"[""poster""]",0.098
876,Point Closing,1,"[""point closing""]",0.095
877,Succession,1,"[""succession""]",0.094
878,Alternative Text,1,"[""alternative text""]",0.075
879,Generate Bookmarks Folders Automatically,1,"[""generate bookmarks folders automatically""]",0.07
880,Accepting,1,"[""accepting""]",0.075
881,Progress,1,"[""progress""]",0.137
882,Run Ins,1,"[""run ins""]",0.069
883,Ime,1,"[""ime""]",0.13
884,Device,1,"[""device""]",0.042
885,Finish Rendering,1,"[""finish rendering""]",0.163
886,Ender,1,"[""ender""]",0.065
887,Regions,1,"[""regions""]",0.158
888,Desired Size,1,"[""desired size""]",0.078
889,Future Moving,1,"[""future moving""]",0.086
890,Time Stamp,1,"[""time stamp""]",0.11
891,Doctype,1,"[""doctype""]",0.094
892,Applet,2,"[""applet"", ""applets""]",0.329
893,Image Url,1,"[""image url""]",0.05
894,Url Bar,1,"[""url bar""]",0.125
895,Classic,1,"[""classic""]",0.091
896,Existing Words,1,"[""existing words""]",0.132
897,Updateview Drops Dirty Rects,1,"[""updateview drops dirty rects""]",0.093
898,Till,1,"[""till""]",0.074
899,Eborderstyle,1,"[""eborderstyle""]",0.108
900,Sec,1,"[""sec""]",0.07
901,Pub Users,1,"[""pub users""]",0.08
902,Pref Cleanup,1,"[""pref cleanup""]",0.139
903,Pointy,1,"[""pointy""]",0.149
904,Magic Number,1,"[""magic number""]",0.139
905,Content Area,1,"[""content area""]",0.111
906,Handling Hasn Gone,1,"[""handling hasn gone""]",0.095
907,Connection,2,"[""connection"", ""connection""]",0.29
908,Boys,1,"[""boys""]",0.2
909,Upper,1,"[""upper""]",0.088
910,Best Results View,1,"[""best results view""]",0.217
911,Fires,1,"[""fires""]",0.134
912,Trigger Repaint,1,"[""trigger repaint""]",0.093
913,Talkback,2,"[""talkback"", ""talkback""]",0.39
914,Link Types,1,"[""link types""]",0.04
915,Schedule,1,"[""schedule""]",0.219
916,Close Add Optional User,1,"[""close add optional user""]",0.147
917,Ia32,1,"[""ia32""]",0.059
918,Html Input,1,"[""html input""]",0.134
919,Fun,1,"[""fun""]",0.123
920,Document Inside Apprunner,1,"[""document inside apprunner""]",0.095
921,Separator,1,"[""separator""]",0.109
922,List Style,1,"[""list style""]",0.05
923,Support Urls,1,"[""support urls""]",0.104
924,Localizable,1,"[""localizable""]",0.235
925,Xor,1,"[""xor""]",0.189
926,Mail Specific,1,"[""mail specific""]",0.095
927,Messenger,1,"[""messenger""]",0.155
928,Dead Key,2,"[""dead key"", ""dead keys""]",0.19
929,Whiteboard,1,"[""whiteboard""]",0.106
930,M20,1,"[""m20""]",0.141
931,Require Passwords,1,"[""require passwords""]",0.163
932,Japanese,1,"[""japanese""]",0.072
933,Minus Extension,1,"[""minus extension""]",0.097
934,Dl Compact,3,"[""dl compact"", ""compact dls"", ""compact dl""]",0.253
935,User Modify,1,"[""user modify""]",0.184
936,Caption,2,"[""caption"", ""captions""]",0.389
937,Quantify Trace,1,"[""quantify trace""]",0.161
938,Form Element,1,"[""form element""]",0.098
939,Cite,1,"[""cite""]",0.058
940,Nsmacmessagepump,1,"[""nsmacmessagepump""]",0.059
941,Js Set,1,"[""js set""]",0.073
942,Happy Campers,1,"[""happy campers""]",0.248
943,Unlikely Case,1,"[""unlikely case""]",0.157
944,Pgdn,1,"[""pgdn""]",0.064
945,Menu Shell Append,1,"[""menu shell append""]",0.073
946,Cut Copy,1,"[""cut copy""]",0.122
947,Uber,1,"[""uber""]",0.278
948,Imported,1,"[""imported""]",0.127
949,Arguments,1,"[""arguments""]",0.103
950,Panels,1,"[""panels""]",0.103
951,Mfirstchild,1,"[""mfirstchild""]",0.077
952,Feature Arch Implement Signed,1,"[""feature arch implement signed""]",0.149
953,Rod Hooked,1,"[""rod hooked""]",0.073
954,Httpd,1,"[""httpd""]",0.102
955,255 Characters,1,"[""255 characters""]",0.18
956,Topsy Turvy,1,"[""topsy turvy""]",0.132
957,Manager,1,"[""manager""]",0.092
958,8Bit Characters,2,"[""8bit"", ""8bit characters""]",0.249
959,Single Quote,1,"[""single quote""]",0.092
960,Nswebshellwindow,1,"[""nswebshellwindow""]",0.048
961,Ie8,1,"[""ie8""]",0.061
962,Little Girls,1,"[""little girls""]",0.217
963,Flyingwindows,1,"[""flyingwindows""]",0.112
964,Tutorial,1,"[""tutorial""]",0.095
965,Components Update,1,"[""components update""]",0.163
966,Unmodified,1,"[""unmodified""]",0.107
967,Text Areas,1,"[""text areas""]",0.113
968,P2 96,1,"[""p2 96""]",0.091
969,Inline Table,1,"[""inline table""]",0.072
970,Win95 Tested 16,1,"[""win95 tested 16""]",0.079
971,Xul Res,2,"[""xul res"", ""xul res samples""]",0.336
972,Best Results,1,"[""best results""]",0.217
973,Correct Stupid,1,"[""correct stupid""]",0.078
974,Encoding Menu,1,"[""encoding menu""]",0.112
975,Glossary,1,"[""glossary""]",0.04
976,Open Link,1,"[""open link""]",0.061
977,Malloc,1,"[""malloc""]",0.055
978,Add,1,"[""add""]",0.11
979,Raptorview,1,"[""raptorview""]",0.139
980,Swap,1,"[""swap""]",0.174
981,History,1,"[""history""]",0.091
982,Buglist,1,"[""buglist""]",0.052
983,Includes,1,"[""includes""]",0.091
984,Phase,1,"[""phase""]",0.124
985,Messenger Performance,1,"[""messenger performance""]",0.073
986,Samples,1,"[""samples""]",0.172
987,12 28 53,1,"[""12 28 53""]",0.138
988,Nsviewmanager,1,"[""nsviewmanager""]",0.222
989,Apple,1,"[""apple""]",0.061
990,Emsp,1,"[""emsp""]",0.045
991,Direct Hits,1,"[""direct hits""]",0.065
992,Squawk,1,"[""squawk""]",0.099
993,Super Long,1,"[""super long""]",0.104
994,Wm Keydown,1,"[""wm keydown""]",0.067
995,Responsibility,1,"[""responsibility""]",0.112
996,Deleted,1,"[""deleted""]",0.139
997,Xml Indentations,1,"[""xml indentations""]",0.139
998,Accordion,1,"[""accordion""]",0.051
999,Classid,1,"[""classid""]",0.056
1000,Block Element,1,"[""block element""]",0.05
1001,Edu,1,"[""edu""]",0.099
1002,Url Dispatching,1,"[""url dispatching""]",0.107
1003,Accumulate,1,"[""accumulate""]",0.158
